Rank,Priorytet,Score,Firma,Relacja,Segment,Kanał,Województwo,Miasto,Skala,Email,Telefon,Osoba/Dział decyzyjny,Stanowisko,WWW,Adres,NIP,KRS,Produkty/marki,Status,Owner,Następny krok,Uzasadnienie potencjału,Źródła,Uwagi
33,A2 — kontakt w 7 dni,79,Polski Tytoń PHP S.A.,Partner cross-sell / kanał sąsiedni,S4 — Vape/e-papierosy,Hurt ogólnopolski,Ogólnopolska,"Nationwide (Białystok, Bydgoszcz, Łódź, Warszawa, Lublin, +12 More)",Duży,sekretariat@polskityton.pl,+48 48 341 32 00,,,https://polskityton.pl,"Tartaczna 29, 26-612 Radom, Polska",9482622620.0,386390499.0,Akcesoria Tytoniowe | Papierosy | Tytoń | Vape & E-papierosy | Hurt | Sklep Tytoniowy,Nowy,BILLS — hurt@bills.pl,E-mail handlowy + telefon follow-up w ciągu 48 godzin,Kanał sąsiedni z bazą klientów zainteresowanych produktami nikotynowymi; zasięg ponadregionalny.,https://polskityton.pl,Nie potwierdzone | Status źródłowy: Niezweryfikowany
34,A2 — kontakt w 7 dni,79,PGT — Polska Grupa Tytoniowa,Partner cross-sell / kanał sąsiedni,S4 — Vape/e-papierosy,Hurt ogólnopolski,Pomorskie,Myślibórz,Duży,biuro@polskagt.pl,+48 502 399 832,,,https://polskagt.pl,"Multiple locations: Myślibórz, Bydgoszcz, Łódź, Warszawa, Piekary Śląskie",4980260426.0,,"Headshop (Bonga, Shisha) | Papierosy | Tytoń | Vape & E-papierosy | Al Fakher | Colts | Dinner Lady | Killa | Nice | Pablo | Akcesoria | Rdzeń systemu nabijarek",Nowy,BILLS — hurt@bills.pl,E-mail handlowy + telefon follow-up w ciągu 48 godzin,Kanał sąsiedni z bazą klientów zainteresowanych produktami nikotynowymi; zasięg ponadregionalny.,https://polskagt.pl,Nie potwierdzone | Status źródłowy: Dostępny w katalogu
35,A2 — kontakt w 7 dni,79,Orion Tobacco Poland Sp. z o.o.,Partner strategiczny / możliwy konflikt produktowy,"S1 — RYO/MYO, gilzy i nabijarki",Producent,Mazowieckie,Goszczyn,Duży,karolina@orion.mail.pl; orion@orion.mail.pl,+48 48 663 25 46; +48 48 663 28 10,Karolina Kornaszewska,Dział sprzedaży krajowej,https://orion-orion.pl,"Jakubów 5, 05-610 Goszczyn",,,Akcesoria Tytoniowe | Nabijarki & Zwijarki | Tytoń | Cigarette tubes | Filling machines | Filter tips | Fine-cut tobacco | Rollers | Rolling papers | Rdzeń systemu nabijarek,Nowy,BILLS — hurt@bills.pl,Rozmowa strategiczna z dyrektorem handlowym; bez standardowego cold maila,"Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek; wymaga rozmowy strategicznej zamiast standardowej oferty.",https://orion-orion.pl/kontakt-3/ | https://orion-orion.pl,"Producent gilz, filtrów, tytoniu i akcesoriów. Możliwy konflikt produktowy; kontakt strategiczny. | Nie potwierdzone | Status źródłowy: Dostępny w katalogu"
36,A2 — kontakt w 7 dni,78,Wasserman,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B + detal,Pomorskie,Szczecin,Nieustalona,sklep@wasserman.pl,,,,https://www.wasserman.eu,"Szczecin, Poland",,,Nabijarki & Zwijarki | Gerui | Various unbranded | Elektronika | Różne,Nowy,BILLS — hurt@bills.pl,E-mail handlowy + telefon follow-up w ciągu 48 godzin,"Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek.",https://www.wasserman.eu,Status źródłowy: Aktywny
37,A2 — kontakt w 7 dni,78,Shishka79.pl,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt ogólnopolski,Ogólnopolska,Ogólnopolska,Średni,,,,,https://www.shishka79.pl/180-nabijarki-tlokowe,"Poland-wide, Polska",,,Nabijarki & Zwijarki | Papierosy | Akcesoria | Tytoń | Vape,Nowy,BILLS — hurt@bills.pl,E-mail handlowy + telefon follow-up w ciągu 48 godzin,"Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek; zasięg ponadregionalny.",https://www.shishka79.pl/180-nabijarki-tlokowe,Dodano z hurtownicy_pl_127.html; Asortyment: Piston injectors for cigarettes | Status źródłowy: Aktywny
38,A2 — kontakt w 7 dni,78,P.H.U. TOP Sp.j. S. Magiera i wspólnicy / Silverado,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,Dolnośląskie,Wrocław,Średni,,,,,https://www.silverado-top.pl,"ul. Metalowców 25, 54-156 Wrocław",,,Papierosy | Gilzy papierosowe | Akcesoria Tytoniowe | Tytoń | FMCG | Akcesoria,Nowy,BILLS — hurt@bills.pl,E-mail handlowy + telefon follow-up w ciągu 48 godzin,"Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek.",https://www.silverado-top.pl,"Przed kontaktem sprawdzić aktywność strony, dane rejestrowe i aktualną ofertę. | Status źródłowy: Do weryfikacji — źródło katalogowe"
39,A2 — kontakt w 7 dni,78,MARWIN POLSKA,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,Małopolskie,Kraków,Średni,,,,,http://www.marwinpolska.pl,"ul. Mistrzejowicka 2, 31-651 Kraków",,,Papierosy | Cygaretki | Bibułki | Filtry | Tytoń premium | Tytoń | Akcesoria,Nowy,BILLS — hurt@bills.pl,E-mail handlowy + telefon follow-up w ciągu 48 godzin,"Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek.",http://www.marwinpolska.pl,"Warto zweryfikować, czy firma nadal prowadzi aktywną sprzedaż hurtową. | Status źródłowy: Do weryfikacji — źródło katalogowe"
40,A2 — kontakt w 7 dni,77,ROCH — Hurtownia Papierosów i Kart GSM,Potencjalny reseller / odbiorca hurtowy,S2 — Hurtownie tytoniowe/FMCG,Hurt B2B + detal,Małopolskie,Kraków,Średni,,+48 12 416 39 16,,,https://roch.krakow.pl,"Powstańców 62c/1, 31-670 Kraków, Polska",,,Papierosy | Tytoń | Hurt | Sklep Tytoniowy,Nowy,BILLS — hurt@bills.pl,E-mail handlowy + telefon follow-up w ciągu 48 godzin,Dostęp do sklepów tytoniowych i tradycyjnego handlu.,https://roch.krakow.pl,Nie potwierdzone | Status źródłowy: Niezweryfikowany
41,A2 — kontakt w 7 dni,77,Lubelskie Zakłady Tytoniowe (LZT),Potencjalny reseller / odbiorca hurtowy,S2 — Hurtownie tytoniowe/FMCG,Hurt B2B + detal,Lubelskie,Lublin,Średni,,+48 789 477 907,,,https://lubelskietytonie.pl,"Mariana Smoluchowskiego 1, 20-469 Lublin, Polska",,,Tytoń | Hurt | Sklep Tytoniowy,Nowy,BILLS — hurt@bills.pl,E-mail handlowy + telefon follow-up w ciągu 48 godzin,Dostęp do sklepów tytoniowych i tradycyjnego handlu.,https://lubelskietytonie.pl,Nie potwierdzone | Status źródłowy: Niezweryfikowany
42,A2 — kontakt w 7 dni,77,Carmen Sp. z o.o.,Potencjalny reseller / odbiorca hurtowy,S2 — Hurtownie tytoniowe/FMCG,Hurt B2B + detal,Śląskie,Jasienica,Średni,,+48 33 817 24 00,,,https://carmen-jasienica.pl,"Strumieńska 63, 43-385 Jasienica, Polska",,,Papierosy | Tytoń | Hurt | Sklep Tytoniowy,Nowy,BILLS — hurt@bills.pl,E-mail handlowy + telefon follow-up w ciągu 48 godzin,Dostęp do sklepów tytoniowych i tradycyjnego handlu.,https://carmen-jasienica.pl,Nie potwierdzone | Status źródłowy: Niezweryfikowany
43,A2 — kontakt w 7 dni,75,Gmochowski Jacek — Hurtownia art. tytoniowych,Potencjalny reseller / odbiorca hurtowy,S2 — Hurtownie tytoniowe/FMCG,Hurt ogólnopolski,Ogólnopolska,Wrocław,Średni,,,,,https://po-godzinach.pl/firmy/...,Wrocław (Tęczowa 83),,,Tytoń | Hurt | Sklep Tytoniowy,Nowy,BILLS — hurt@bills.pl,E-mail handlowy + telefon follow-up w ciągu 48 godzin,Dostęp do sklepów tytoniowych i tradycyjnego handlu; zasięg ponadregionalny.,https://po-godzinach.pl/firmy/...,Nie potwierdzone | Status źródłowy: Niezweryfikowany
44,A2 — kontakt w 7 dni,75,Augusto Limaro,Potencjalny reseller / odbiorca hurtowy,S2 — Hurtownie tytoniowe/FMCG,Hurt ogólnopolski,Ogólnopolska,Jelenia Góra,Średni,,,,,https://augustolimaro.pl/o-nas,"Jelenia Góra (serves Zgorzelec, Bolesławiec, Legnica)",,,FMCG | Tytoń | Hurt | Sklep Tytoniowy,Nowy,BILLS — hurt@bills.pl,E-mail handlowy + telefon follow-up w ciągu 48 godzin,Dostęp do sklepów tytoniowych i tradycyjnego handlu; zasięg ponadregionalny.,https://augustolimaro.pl/o-nas,Nie potwierdzone | Status źródłowy: Niezweryfikowany
45,A2 — kontakt w 7 dni,75,MAGNUS,Partner strategiczny / możliwy konflikt produktowy,"S1 — RYO/MYO, gilzy i nabijarki",Producent/importer/dystrybutor,Ogólnopolska,,Duża,,,,,https://magnustobacco.com,,,,Akcesoria Tytoniowe | Gilzy & Filtry,Nowy,BILLS — hurt@bills.pl,Rozmowa strategiczna z dyrektorem handlowym; bez standardowego cold maila,"Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek; zasięg ponadregionalny; kompetencje importowo-dystrybucyjne.",https://magnustobacco.com,"Producer of cigarette tubes, including Private Label manufacturing for B2B."
46,A2 — kontakt w 7 dni,75,JOKO Hurtownia M. Cukrowska,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B regionalny,Świętokrzyskie,Końskie,Średni,,,,,,"ul. Warszawska 49, 26-200 Końskie",,,Papierosy | Wyroby tytoniowe | Tytoń,Nowy,BILLS — hurt@bills.pl,E-mail handlowy + telefon follow-up w ciągu 48 godzin,"Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek.",,"Zweryfikować aktywność, NIP i dostępność akcesoriów RYO. | Status źródłowy: Do weryfikacji — katalog"
47,A2 — kontakt w 7 dni,74,Trafica-Hurt s.c.,Potencjalny reseller / odbiorca hurtowy,S2 — Hurtownie tytoniowe/FMCG,Hurt B2B regionalny,Lubelskie,Lublin,Nieustalona,info@trafica-hurt.pl,793 467 060,,,https://trafica-hurt.pl,"ul. Krochmalna 22a, 20-401 Lublin",,,Akcesoria | Tytoń,Nowy,BILLS — hurt@bills.pl,E-mail handlowy + telefon follow-up w ciągu 48 godzin,Dostęp do sklepów tytoniowych i tradycyjnego handlu.,https://trafica-hurt.pl,
48,A2 — kontakt w 7 dni,74,Top-Kart,Potencjalny reseller / odbiorca hurtowy,S2 — Hurtownie tytoniowe/FMCG,Hurt B2B regionalny,Podlaskie,Białystok,Nieustalona,topkart@vp.pl,501 373 302,,,https://topkart.vp.pl,"ul. Mickiewicza 82/1, 15-232 Białystok",,,Akcesoria | Tytoń,Nowy,BILLS — hurt@bills.pl,E-mail handlowy + telefon follow-up w ciągu 48 godzin,Dostęp do sklepów tytoniowych i tradycyjnego handlu.,https://topkart.vp.pl,Najlepiej udokumentowana hurtownia w woj. podlaskim
49,A2 — kontakt w 7 dni,73,Bista Standard,Potencjalny reseller / odbiorca hurtowy,S3 — Akcesoria dla palaczy/headshop,Hurt B2B + detal,Nieustalony,Bydgoszcz,Nieustalona,biuro@bista.pl,+48 52 360 71 15,,,https://www.bista.pl,,5542559901.0,,Akcesoria Tytoniowe | Tytoń | Hurt | Sklep Tytoniowy,Nowy,BILLS — hurt@bills.pl,E-mail handlowy + telefon follow-up w ciągu 48 godzin,Sprzedaż komplementarnych akcesoriów dla palaczy.,https://www.bista.pl,Status źródłowy: Niezweryfikowany
50,A2 — kontakt w 7 dni,73,Hurtownia Papierosów Jacek,Potencjalny reseller / odbiorca hurtowy,S3 — Akcesoria dla palaczy/headshop,Hurt B2B + detal,Pomorskie,Gdynia,Średni,,+48 58 620 70 55,,,https://hpjacek.pl,"Żwirki i Wigury 8, 81-393 Gdynia, Polska",,,Akcesoria Tytoniowe | FMCG | Papierosy | Tytoń | Hurt | Sklep Tytoniowy,Nowy,BILLS — hurt@bills.pl,E-mail handlowy + telefon follow-up w ciągu 48 godzin,Sprzedaż komplementarnych akcesoriów dla palaczy.,https://hpjacek.pl,Nie potwierdzone | Status źródłowy: Niezweryfikowany
51,A2 — kontakt w 7 dni,73,Almark,Potencjalny reseller / odbiorca hurtowy,S3 — Akcesoria dla palaczy/headshop,Hurt B2B + detal,Opolskie,Wielkopolskie,Średni,,+48 724 282 272,,,https://almark.pl/index.php/of...,"57-300 Kłodzko, Polska",,,Akcesoria Tytoniowe | Hurt | Sklep Tytoniowy,Nowy,BILLS — hurt@bills.pl,E-mail handlowy + telefon follow-up w ciągu 48 godzin,Sprzedaż komplementarnych akcesoriów dla palaczy.,https://almark.pl/index.php/of...,Status źródłowy: Niezweryfikowany
52,A2 — kontakt w 7 dni,72,Vape Arena,Partner cross-sell / kanał sąsiedni,S4 — Vape/e-papierosy,Hurt B2B regionalny,Mazowieckie,Warszawa,Średni,b2b@vapearena.pl,+48 722 347 100,,,https://www.vapearena.pl,"ul. Janiszowska 9B, 02-264 Warszawa",,,E-papierosy | Liquidy | Pody | Akcesoria vape | Vape | Liquidy | Akcesoria,Nowy,BILLS — hurt@bills.pl,E-mail handlowy + telefon follow-up w ciągu 48 godzin,Kanał sąsiedni z bazą klientów zainteresowanych produktami nikotynowymi.,https://www.vapearena.pl/o-nas/ | https://www.vapearena.pl,Status źródłowy: Zweryfikowany — aktywna strona/B2B
53,A2 — kontakt w 7 dni,72,CREAMEDIA Dawid Olejniczak / Liquidy.pl,Partner cross-sell / kanał sąsiedni,S4 — Vape/e-papierosy,Hurt B2B + detal,Kujawsko-pomorskie,Włocławek,Średni,hurt@liquidy.pl,+48 791 654 545,,,https://liquidy.pl/,"ul. Zielna 55, 87-800 Włocławek",8882729350.0,,Vape & E-papierosy | Liquidy | Akcesoria do e-papierosów | Vape | Akcesoria,Nowy,BILLS — hurt@bills.pl,E-mail handlowy + telefon follow-up w ciągu 48 godzin,Kanał sąsiedni z bazą klientów zainteresowanych produktami nikotynowymi.,https://liquidy.pl/,"Potencjalny dystrybutor uzupełniający, zwłaszcza dla sklepów vape i convenience. | Status źródłowy: Zweryfikowany — aktywna strona"
54,A2 — kontakt w 7 dni,72,Verk Store,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B + detal,Nieustalony,,Nieustalona,,,,,https://verk.store,Poland,,,Nabijarki & Zwijarki | Verk | Sprzęt i Urządzenia RYO,Nowy,BILLS — hurt@bills.pl,E-mail handlowy + telefon follow-up w ciągu 48 godzin,"Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek.",https://verk.store,Status źródłowy: Aktywny
55,A2 — kontakt w 7 dni,72,Shisha Sklep,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B + detal,Nieustalony,Warsaw,Nieustalona,,,,,https://shishasklep.pl,"Warsaw, Poland",,,"Akcesoria Tytoniowe | Headshop (Bonga, Shisha) | Nabijarki & Zwijarki | Akcesoria tytoniowe",Nowy,BILLS — hurt@bills.pl,E-mail handlowy + telefon follow-up w ciągu 48 godzin,"Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek.",https://shishasklep.pl,Status źródłowy: Aktywny
56,A2 — kontakt w 7 dni,72,Alisa.shop,Potencjalny reseller / odbiorca hurtowy,"S1 — RYO/MYO, gilzy i nabijarki",Hurt B2B + detal,Nieustalony,,Nieustalona,,,,,https://alisa.shop,Poland,,,Tytoń | HK-2 | Sprzęt i Urządzenia RYO,Nowy,BILLS — hurt@bills.pl,E-mail handlowy + telefon follow-up w ciągu 48 godzin,"Bezpośrednie dopasowanie do ryo/myo, gilz lub nabijarek.",https://alisa.shop,Status źródłowy: Aktywny
57,A2 — kontakt w 7 dni,72,PHU Andrzej...,Potencjalny reseller / odbiorca hurtowy,S2 — Hurtownie tytoniowe/FMCG,Hurt ogólnopolski,Ogólnopolska,Jelenia Góra,Średni,,,,,,Jelenia Góra,,,Tytoń | Hurt | Sklep Tytoniowy,Nowy,BILLS — hurt@bills.pl,E-mail handlowy + telefon follow-up w ciągu 48 godzin,Dostęp do sklepów tytoniowych i tradycyjnego handlu; zasięg ponadregionalny.,,Nie potwierdzone | Status źródłowy: Niezweryfikowany
58,A2 — kontakt w 7 dni,72,Noban Sp. z o.o.,Potencjalny reseller / odbiorca hurtowy,S2 — Hurtownie tytoniowe/FMCG,Hurt ogólnopolski,Ogólnopolska,Wrocław,Średni,,,,,,Wrocław / Dolnośląskie,,,FMCG | Papierosy | Hurt | Sklep Tytoniowy,Nowy,BILLS — hurt@bills.pl,E-mail handlowy + telefon follow-up w ciągu 48 godzin,Dostęp do sklepów tytoniowych i tradycyjnego handlu; zasięg ponadregionalny.,,Nie potwierdzone | Status źródłowy: Niezweryfikowany
59,A2 — kontakt w 7 dni,72,Fhu Patryk Koksztys,Potencjalny reseller / odbiorca hurtowy,S2 — Hurtownie tytoniowe/FMCG,Hurt ogólnopolski,Ogólnopolska,Jelenia Góra,Średni,,,,,,Jelenia Góra,,,Tytoń | Hurt | Sklep Tytoniowy,Nowy,BILLS — hurt@bills.pl,E-mail handlowy + telefon follow-up w ciągu 48 godzin,Dostęp do sklepów tytoniowych i tradycyjnego handlu; zasięg ponadregionalny.,,Nie potwierdzone | Status źródłowy: Niezweryfikowany
60,A2 — kontakt w 7 dni,72,Beata Hurtownia Papierosów,Potencjalny reseller / odbiorca hurtowy,S2 — Hurtownie tytoniowe/FMCG,Hurt ogólnopolski,Ogólnopolska,Katowice,Średni,,,,,,Katowice / Śląskie,,,Papierosy | Tytoń | Hurt | Sklep Tytoniowy,Nowy,BILLS — hurt@bills.pl,E-mail handlowy + telefon follow-up w ciągu 48 godzin,Dostęp do sklepów tytoniowych i tradycyjnego handlu; zasięg ponadregionalny.,,Nie potwierdzone | Status źródłowy: Niezweryfikowany
61,A2 — kontakt w 7 dni,72,"""Maxim"" FH Beata Kropielnicka",Potencjalny reseller / odbiorca hurtowy,S2 — Hurtownie tytoniowe/FMCG,Hurt ogólnopolski,Ogólnopolska,Jelenia Góra,Średni,,,,,,Jelenia Góra,,,Tytoń | Hurt | Sklep Tytoniowy,Nowy,BILLS — hurt@bills.pl,E-mail handlowy + telefon follow-up w ciągu 48 godzin,Dostęp do sklepów tytoniowych i tradycyjnego handlu; zasięg ponadregionalny.,,Nie potwierdzone | Status źródłowy: Niezweryfikowany
62,A2 — kontakt w 7 dni,72,"""Casiss""",Potencjalny reseller / odbiorca hurtowy,S2 — Hurtownie tytoniowe/FMCG,Hurt ogólnopolski,Ogólnopolska,Wrocław,Średni,,,,,,Wrocław / Dolnośląskie,,,Papierosy | Tytoń | Hurt | Sklep Tytoniowy,Nowy,BILLS — hurt@bills.pl,E-mail handlowy + telefon follow-up w ciągu 48 godzin,Dostęp do sklepów tytoniowych i tradycyjnego handlu; zasięg ponadregionalny.,,Nie potwierdzone | Status źródłowy: Niezweryfikowany
63,A2 — kontakt w 7 dni,72,"""Ampex"" S.C.",Potencjalny reseller / odbiorca hurtowy,S2 — Hurtownie tytoniowe/FMCG,Hurt ogólnopolski,Ogólnopolska,Wrocław,Średni,,,,,,Wrocław / Dolnośląskie,,,Papierosy | Tytoń | Hurt | Sklep Tytoniowy,Nowy,BILLS — hurt@bills.pl,E-mail handlowy + telefon follow-up w ciągu 48 godzin,Dostęp do sklepów tytoniowych i tradycyjnego handlu; zasięg ponadregionalny.,,Nie potwierdzone | Status źródłowy: Niezweryfikowany
64,B — kampania regionalna,71,Torys — hurtownia papierosów i artykułów chemii gospodarczej,Potencjalny reseller / odbiorca hurtowy,S2 — Hurtownie tytoniowe/FMCG,Hurt B2B regionalny,Lubelskie,Chełm,Średni,,+48 82 565 91 57,,,,"ul. Lwowska 51, Chełm",,,Papierosy | Chemia gospodarcza | Tytoń | Chemia gospodarcza,Nowy,BILLS — hurt@bills.pl,Dodać do kampanii regionalnej i wykonać follow-up telefoniczny,Dostęp do sklepów tytoniowych i tradycyjnego handlu.,https://www.pkt.pl/szukaj/hurtownia-papierosow,Status źródłowy: Do weryfikacji — katalog
65,B — kampania regionalna,71,"Rela — hurtownia artykułów spożywczych, papierosów i chemii",Potencjalny reseller / odbiorca hurtowy,S2 — Hurtownie tytoniowe/FMCG,Hurt B2B regionalny,Kujawsko-pomorskie,Rypin,Średni,,+48 54 280 22 28,,,,"ul. Lipnowska 21A, Rypin",,,Papierosy | FMCG | Chemia gospodarcza | Tytoń | FMCG | Chemia gospodarcza,Nowy,BILLS — hurt@bills.pl,Dodać do kampanii regionalnej i wykonać follow-up telefoniczny,Dostęp do sklepów tytoniowych i tradycyjnego handlu.,https://www.pkt.pl/szukaj/hurtownia-papierosow,Status źródłowy: Do weryfikacji — katalog
66,B — kampania regionalna,71,Moto-Mix Hurtownia Papierosów,Potencjalny reseller / odbiorca hurtowy,S2 — Hurtownie tytoniowe/FMCG,Hurt B2B regionalny,Łódzkie,Pabianice,Średni,,+48 42 214 81 70,,,,"ul. Moniuszki 46A, 95-200 Pabianice",,,Papierosy | Wyroby tytoniowe | Tytoń,Nowy,BILLS — hurt@bills.pl,Dodać do kampanii regionalnej i wykonać follow-up telefoniczny,Dostęp do sklepów tytoniowych i tradycyjnego handlu.,,"Sprawdzić, czy podmiot nadal działa pod tą nazwą i czy prowadzi sprzedaż B2B. | Status źródłowy: Do weryfikacji — katalog"
67,B — kampania regionalna,71,Gama — Hurtownia papierosów,Potencjalny reseller / odbiorca hurtowy,S2 — Hurtownie tytoniowe/FMCG,Hurt B2B regionalny,Łódzkie,Sieradz,Średni,,+48 43 827 40 00,,,,"ul. POW 46/48, Sieradz",,,Papierosy | Wyroby tytoniowe | Tytoń,Nowy,BILLS — hurt@bills.pl,Dodać do kampanii regionalnej i wykonać follow-up telefoniczny,Dostęp do sklepów tytoniowych i tradycyjnego handlu.,https://www.pkt.pl/szukaj/hurtownia-papierosow,Status źródłowy: Do weryfikacji — katalog
68,B — kampania regionalna,71,"Alfa s.c. — hurtownia artykułów biurowych, papierniczych i papierosów",Potencjalny reseller / odbiorca hurtowy,S2 — Hurtownie tytoniowe/FMCG,Hurt B2B regionalny,Lubuskie,Drezdenko,Średni,,+48 95 762 16 72,,,,"ul. Piłsudskiego 2, Drezdenko",,,Papierosy | Artykuły przykasowe | Papiernicze | Tytoń | Artykuły papiernicze | FMCG,Nowy,BILLS — hurt@bills.pl,Dodać do kampanii regionalnej i wykonać follow-up telefoniczny,Dostęp do sklepów tytoniowych i tradycyjnego handlu.,https://www.pkt.pl/szukaj/hurtownia-papierosow,Status źródłowy: Do weryfikacji — katalog
69,B — kampania regionalna,71,Aksel FHU — hurtownia papierosów i artykułów chemicznych,Potencjalny reseller / odbiorca hurtowy,S2 — Hurtownie tytoniowe/FMCG,Hurt B2B regionalny,Mazowieckie,Ciechanów,Średni,,+48 23 672 99 02,,,,"ul. Niechodzka 4A, Ciechanów",,,Papierosy | Chemia gospodarcza | Tytoń | Chemia gospodarcza,Nowy,BILLS — hurt@bills.pl,Dodać do kampanii regionalnej i wykonać follow-up telefoniczny,Dostęp do sklepów tytoniowych i tradycyjnego handlu.,https://www.pkt.pl/szukaj/hurtownia-papierosow,Warto rozdzielić od rekordu ADGAR przy późniejszym czyszczeniu aliasów. | Status źródłowy: Do weryfikacji — katalog
